d_geo_continent,d_geo_country,d_geo_region,m_visits,m_page_views,m_page_views_per_entering_visits,m_page_views_per_visits,m_bounce_rate,m_bq,m_bounces,m_time_spent,m_time_spent_per_pages,m_entry_rate,m_entering_visits,m_time_spent_per_visits,Months,Years
Asie,Singapour,central,356,1382,7.9795918367,3.8820224719,0.5870786517,73.5679266335,209,53155,45.31543052,0.4129213483,147,361.5986394558,august,2018
Europe,Suisse,Neuchâtel,352,1116,5.6303030303,3.1704545455,0.53125,55.3229017632,187,43388,46.7039827772,0.46875,165,262.9575757576,august,2018
Europe,Portugal,Centre,352,836,5.1724137931,2.375,0.6704545455,38.2981139351,236,27949,46.5816666667,0.3295454545,116,240.9396551724,august,2018
Afrique,Maroc,Marrakech-Tensift-Al Haouz,351,1045,4.8988764045,2.9772079772,0.4928774929,47.7718745763,173,36507,41.8658256881,0.5071225071,178,205.095505618,august,2018
Europe,Belgique,Flandre Occidentale,335,855,5.094488189,2.552238806,0.6208955224,44.2440374663,208,32813,50.71561051,0.3791044776,127,258.3700787402,august,2018
Europe,Danemark,Hovedstaden,335,980,5.3581081081,2.9253731343,0.5582089552,68.5795735742,187,58334,73.5611601513,0.4417910448,148,394.1486486486,august,2018
Europe,Allemagne,Rhénanie Palatinat,329,1644,7.4778325123,4.9969604863,0.3829787234,178.2838374346,126,168703,111.1350461133,0.6170212766,203,831.0492610837,august,2018
Afrique,Sénégal,Dakar,303,1248,7.9485294118,4.1188118812,0.5511551155,63.1679728942,167,33312,30.8159111933,0.4488448845,136,244.9411764706,august,2018
Europe,Suisse,Lucerne,295,1250,7.2012987013,4.2372881356,0.4779661017,74.8374289898,141,46055,41.5284039675,0.5220338983,154,299.0584415584,august,2018
Europe,Portugal,Algarve,292,900,6.6822429907,3.0821917808,0.6335616438,40.9556612226,185,19672,27.5132867133,0.3664383562,107,183.8504672897,august,2018
Europe,Lettonie,Riga,290,722,3.6341463415,2.4896551724,0.4344827586,159.05623337,126,134761,226.1090604027,0.5655172414,164,821.7134146341,august,2018
Europe,Royaume Uni,South West England,288,654,5.1123595506,2.2708333333,0.6909722222,50.4868710382,199,32943,72.4021978022,0.3090277778,89,370.1460674157,august,2018
Europe,Italie,Sicilia,280,616,4.9069767442,2.2,0.6928571429,33.7794394735,194,19144,45.36492891,0.3071428571,86,222.6046511628,august,2018
Afrique,Maroc,L'Oriental,279,862,5.0486111111,3.0896057348,0.4838709677,65.6712008127,135,46743,64.295735901,0.5161290323,144,324.6041666667,august,2018
Europe,Autriche,Tyrol,273,946,5.2327044025,3.4652014652,0.4175824176,72.4967796431,114,50491,60.6862980769,0.5824175824,159,317.5534591195,august,2018
Afrique,Maroc,Fès-Boulemane,272,900,6.024,3.3088235294,0.5404411765,62.6293271457,147,38989,51.7782204515,0.4595588235,125,311.912,august,2018
Europe,Royaume Uni,North West England,267,530,4.8115942029,1.9850187266,0.7415730337,39.39706393,198,22031,66.3584337349,0.2584269663,69,319.2898550725,august,2018
Europe,Italie,Friuli Venezia Giulia,266,861,6.6132075472,3.2368421053,0.6015037594,52.1920168137,160,27314,38.9643366619,0.3984962406,106,257.679245283,august,2018
Amérique du Nord,Etats Unis,Texas,260,700,6.7142857143,2.6923076923,0.7038461538,59.4972090849,183,32228,62.33655706,0.2961538462,77,418.5454545455,august,2018
Europe,Italie,Puglia,259,808,5.2890625,3.1196911197,0.5057915058,53.0031407383,131,30621,45.2304283604,0.4942084942,128,239.2265625,august,2018
Amérique du Nord,Canada,British Columbia,255,549,5.3235294118,2.1529411765,0.7333333333,39.5176979292,187,20503,56.638121547,0.2666666667,68,301.5147058824,august,2018
Amérique du Nord,Etats Unis,Kentucky,252,254,2,1.0079365079,0.9920634921,2.4918817706,250,104,26,0.0079365079,2,52,august,2018
Europe,Allemagne,Hambourg,250,676,4.4918032787,2.704,0.512,47.3585304804,128,27752,50.6423357664,0.488,122,227.4754098361,august,2018
Afrique,Île Maurice,port louis city,237,350,3.3541666667,1.4767932489,0.7974683544,29.3035256735,189,13524,84,0.2025316456,48,281.75,august,2018
Europe,Slovénie,ljubljana,230,794,6.4757281553,3.452173913,0.552173913,63.2982734838,127,31897,47.8215892054,0.447826087,103,309.6796116505,august,2018
Afrique,Maroc,souss-massa-draa,218,726,5.7476635514,3.3302752294,0.5091743119,53.6780491623,111,24535,39.8943089431,0.4908256881,107,229.2990654206,august,2018
Europe,Royaume Uni,East Midlands,216,750,7.0681818182,3.4722222222,0.5925925926,73.2555444878,128,35422,56.9485530547,0.4074074074,88,402.5227272727,august,2018
Asie,Viêt Nam,Ha Noi,216,606,4.3333333333,2.8055555556,0.4583333333,72.5626448401,99,43619,86.033530572,0.5416666667,117,372.811965812,august,2018
Europe,République Tchèque,Hlavni Mesto Praha,215,972,9.2282608696,4.5209302326,0.5720930233,194.5437669409,123,102223,120.4040047114,0.4279069767,92,1111.1195652174,august,2018
Europe,Italie,Trentino Alto Adige,215,785,5.6721311475,3.6511627907,0.4325581395,83.0884955704,93,46661,67.4291907514,0.5674418605,122,382.4672131148,august,2018
Asie,Japon,Tokyo,215,317,3.3720930233,1.4744186047,0.8,22.81686034,172,9277,63.9793103448,0.2,43,215.7441860465,august,2018
Europe,Hongrie,Budapest,204,588,7.7368421053,2.8823529412,0.7205882353,106.8139934241,147,45475,103.1179138322,0.2794117647,57,797.8070175439,august,2018
Europe,Suisse,Bâle-Ville,203,720,5.8317757009,3.5467980296,0.4729064039,57.0651992055,96,24095,38.6137820513,0.5270935961,107,225.1869158878,august,2018
Afrique,Maroc,Meknès-Tafilalet,202,570,4.8333333333,2.8217821782,0.5247524752,51.774731408,106,24821,53.4935344828,0.4752475248,96,258.5520833333,august,2018
Amérique du Nord,Etats Unis,New Jersey,202,386,4.4074074074,1.9108910891,0.7326732673,35.6070775148,148,15276,64.1848739496,0.2673267327,54,282.8888888889,august,2018
Europe,Slovénie,koper/capodistria,200,203,2,1.015,0.985,20.4920984688,197,933,155.5,0.015,3,311,august,2018
Amérique du Nord,Etats Unis,Maryland,194,306,4.7333333333,1.5773195876,0.8453608247,16.4984992797,164,4504,31.7183098592,0.1546391753,30,150.1333333333,august,2018
Asie,Hong-Kong,Indeterminés,189,481,5.7096774194,2.544973545,0.671957672,40.9512724987,127,15537,43.8898305085,0.328042328,62,250.5967741935,august,2018
Océanie,Australie,New South Wales,188,310,3.5416666667,1.6489361702,0.7446808511,42.4859445461,140,17452,102.6588235294,0.2553191489,48,363.5833333333,august,2018
Europe,Pays-bas,Noord-Brabant,185,772,7.2446808511,4.172972973,0.4918918919,66.9458579685,91,23663,34.7474302496,0.5081081081,94,251.7340425532,august,2018
Europe,Royaume Uni,Yorkshire and The Humber,185,495,5.4285714286,2.6756756757,0.6216216216,55.4532982182,115,24041,63.2657894737,0.3783783784,70,343.4428571429,august,2018
Europe,Belgique,Province de Luxembourg,183,436,4.2857142857,2.3825136612,0.5792349727,36.8127414519,106,14675,44.4696969697,0.4207650273,77,190.5844155844,august,2018
Europe,Allemagne,Saxe,181,504,4.9390243902,2.7845303867,0.546961326,76.6882752117,99,37215,91.8888888889,0.453038674,82,453.8414634146,august,2018
Asie,Fédération de Russie,Moskva,180,626,7.3714285714,3.4777777778,0.6111111111,125.9883641448,110,55786,108.1124031008,0.3888888889,70,796.9428571429,august,2018
Asie,Liban,beirut,179,272,3.1136363636,1.5195530726,0.7541899441,22.6435031611,135,8221,60.0072992701,0.2458100559,44,186.8409090909,august,2018
Europe,Espagne,Pays basque,178,327,3.7090909091,1.8370786517,0.691011236,51.9955951012,123,22027,107.9754901961,0.308988764,55,400.4909090909,august,2018
Europe,Croatie,grad zagreb,176,415,5.2678571429,2.3579545455,0.6818181818,42.2636817063,120,15920,53.9661016949,0.3181818182,56,284.2857142857,august,2018
Amérique du Nord,Etats Unis,Washington,167,362,5.875,2.1676646707,0.7604790419,30.2578072557,127,8598,36.5872340426,0.2395209581,40,214.95,august,2018
Europe,Espagne,Galice,166,806,10.1428571429,4.8554216867,0.578313253,104.5529923203,96,33862,47.6929577465,0.421686747,70,483.7428571429,august,2018
Europe,Pays-bas,Utrecht,166,452,5.4,2.7228915663,0.6084337349,47.0753023287,101,17125,48.7891737892,0.3915662651,65,263.4615384615,august,2018
Europe,Roumanie,Bucaresti,166,309,4.3255813953,1.8614457831,0.7409638554,30.9260364744,123,10514,56.5268817204,0.2590361446,43,244.511627907,august,2018
Europe,Pays-bas,Limburg,165,452,4.7763157895,2.7393939394,0.5393939394,48.6901597,89,18732,51.6033057851,0.4606060606,76,246.4736842105,august,2018
Europe,Suisse,Argovie,164,962,9.6739130435,5.8658536585,0.4390243902,298.2115161095,72,132834,149.2516853933,0.5609756098,92,1443.847826087,august,2018
Afrique,Mali,bamako,162,789,9.25,4.8703703704,0.5308641975,73.5489064391,86,18527,26.3541963016,0.4691358025,76,243.7763157895,august,2018
Asie,Emirats Arabes Unis,dubayy,157,653,7.6133333333,4.1592356688,0.5222929936,95.4976321907,82,35308,61.8353765324,0.4777070064,75,470.7733333333,august,2018
Europe,Grèce,Kentriki makedonia,156,326,4.4,2.0897435897,0.6794871795,27.8205789024,106,8415,38.25,0.3205128205,50,168.3,august,2018
Europe,France,mayotte,154,456,4.9736842105,2.961038961,0.5064935065,38.4167229055,78,10444,27.6296296296,0.4935064935,76,137.4210526316,august,2018
Amérique du Nord,Etats Unis,Géorgie,154,412,4.6857142857,2.6753246753,0.5454545455,49.3788962285,84,18107,55.2042682927,0.4545454545,70,258.6714285714,august,2018
Europe,Grèce,Kriti,150,349,4.4310344828,2.3266666667,0.6133333333,45.1479367894,92,16146,62.8249027237,0.3866666667,58,278.3793103448,august,2018
Europe,Pays-bas,Overijssel,149,321,4.5833333333,2.1543624161,0.677852349,46.1298348228,101,15939,72.45,0.322147651,48,332.0625,august,2018
Amérique du Sud,Brésil,Ceara,148,546,4.9019607843,3.6891891892,0.3108108108,84.7129687178,46,34077,68.154,0.6891891892,102,334.0882352941,august,2018
Amérique du Nord,Etats Unis,Nevada,146,665,8.2083333333,4.5547945205,0.5068493151,100.873047745,74,33435,56.5736040609,0.4931506849,72,464.375,august,2018
Amérique du Nord,Etats Unis,Massachusetts,143,548,8.7884615385,3.8321678322,0.6363636364,52.8087908854,91,10821,23.6783369803,0.3636363636,52,208.0961538462,august,2018
Amérique du Sud,Brésil,Sao Paulo,139,351,6.0476190476,2.5251798561,0.6978417266,43.6492380915,97,12108,47.6692913386,0.3021582734,42,288.2857142857,august,2018
Europe,Royaume Uni,Glasgow,136,686,8.1428571429,5.0441176471,0.4338235294,84.1081035969,59,21413,34.1515151515,0.5661764706,77,278.0909090909,august,2018
Océanie,Australie,Victoria,133,221,5.8888888889,1.6616541353,0.8646616541,28.1170000122,115,5289,49.8962264151,0.1353383459,18,293.8333333333,august,2018
Europe,Islande,hofudborgarsvaedi,132,648,7.88,4.9090909091,0.4318181818,112.6784003283,57,35860,60.6768189509,0.5681818182,75,478.1333333333,august,2018
Amérique du Nord,Canada,Alberta,132,582,8.03125,4.4090909091,0.5151515152,141.9213460952,68,48236,93.8443579767,0.4848484848,64,753.6875,august,2018
Europe,Croatie,Splitako-Dalmatinska,131,364,6.9743589744,2.7786259542,0.7022900763,48.4615547982,92,11989,44.0772058824,0.2977099237,39,307.4102564103,august,2018
Europe,Finlande,uusimaa,129,557,8.2542372881,4.3178294574,0.5426356589,65.7267123534,70,14328,29.4209445585,0.4573643411,59,242.8474576271,august,2018
Europe,Suède,Östergötland,128,481,7.6603773585,3.7578125,0.5859375,112.6149003706,75,35102,86.4581280788,0.4140625,53,662.3018867925,august,2018
Afrique,Nigéria,Lagos,127,161,3.2666666667,1.2677165354,0.8818897638,14.912856779,112,2696,55.0204081633,0.1181102362,15,179.7333333333,august,2018
Europe,France,Ile-de-France,1154485,3841707,6.5648048441,3.3276369983,0.5817217201,61.5366591918,671589,153932204,48.5572473958,0.4182782799,482896,318.7688529207,september,2018
Europe,France,Provence-Alpes-Côte-d'Azur,807967,3121049,6.8197769794,3.8628421705,0.5080838698,71.5944968281,410515,126898041,46.8166202674,0.4919161302,397452,319.2789091513,september,2018
Europe,France,Corse,666453,2796298,6.9371646164,4.1957917513,0.4617309848,83.31313967,307722,127780626,51.3468851263,0.5382690152,358731,356.2017946595,september,2018
Europe,France,Auvergne-Rhone-Alpes,151978,439809,6.2098937499,2.893899117,0.63648028,49.425814863,96731,15455587,45.0497758527,0.36351972,55247,279.7543215016,september,2018
Europe,France,Occitanie,105407,298297,6.0783245136,2.8299543674,0.6396539129,52.2490177784,67424,11839570,51.2817436426,0.3603460871,37983,311.7070794829,september,2018
Europe,France,Nouvelle-Aquitaine,65108,157719,5.8388630545,2.4224212078,0.7060422682,45.4611664253,45969,6112593,54.6988187919,0.2939577318,19139,319.3789121689,september,2018
Europe,France,Grand-Est,56703,143512,6.1678175973,2.5309419255,0.7037546514,44.3714326796,39905,4987755,48.1411005048,0.2962453486,16798,296.9255268484,september,2018
Europe,France,Hauts-de-France,46342,100143,5.4412250289,2.1609555047,0.7385956584,36.5052804137,34228,3308971,50.2005765,0.2614043416,12114,273.1526333168,september,2018
Europe,France,Bretagne,32540,60696,4.8156931834,1.8652735095,0.7732329441,29.7648662994,25161,1830488,51.5122555227,0.2267670559,7379,248.0672177802,september,2018
Europe,France,Pays-de-la-Loire,29813,64640,5.6294031636,2.1681816657,0.7476604166,42.8081600397,22290,2554512,60.31905549,0.2523395834,7523,339.5602818025,september,2018
Europe,France,Normandie,24379,54312,6.0214729072,2.2278190246,0.7554862792,60.6363011606,18418,3014159,83.9738953586,0.2445137208,5961,505.6465358161,september,2018
Europe,France,Bourgogne-Franche-Comte,21372,46408,5.3830532213,2.1714392663,0.7327344189,39.4813241676,15660,1708457,55.5631911019,0.2672655811,5712,299.0996148459,september,2018
Europe,France,Centre-Val de Loire,20113,47098,5.605734767,2.3416695669,0.7086958683,40.9069224561,14254,1671397,50.8889599318,0.2913041317,5859,285.2700119474,september,2018
Europe,Belgique,bruxelles-capitale,6322,19343,6.7974176313,3.0596330275,0.6447326795,109.0155993554,4076,1658333,108.6220606537,0.3552673205,2246,738.3495102404,september,2018
Amérique du Nord,Etats Unis,Virginie,5071,7038,22.6153846154,1.3878919345,0.9820548215,181.6212343741,4980,128665,62.519436346,0.0179451785,91,1413.9010989011,september,2018
Amérique du Nord,Canada,Québec,4491,10068,5.1963882619,2.2418169673,0.7040748163,39.0922873565,3162,365671,52.9497538372,0.2959251837,1329,275.1474793078,september,2018
Amérique du Nord,Etats Unis,Californie,3507,5475,6.512605042,1.5611633875,0.8982035928,36.5885570219,3150,151303,65.0765591398,0.1017964072,357,423.8179271709,september,2018
Europe,Suisse,Zurich,3230,9561,5.4868887314,2.9600619195,0.5631578947,45.4929530913,1819,300710,38.8413846551,0.4368421053,1411,213.118355776,september,2018
Europe,Royaume Uni,Greater London,3160,11589,7.4392666157,3.6674050633,0.5857594937,133.7143601348,1851,1064961,109.3613678373,0.4142405063,1309,813.5683728037,september,2018
Europe,Suisse,Vaud,3064,9777,6.3067193676,3.190926893,0.5871409922,46.764505828,1799,267241,33.4972424166,0.4128590078,1265,211.2577075099,september,2018
Europe,Italie,Lombardia,2910,7372,4.7877758913,2.5333333333,0.5951890034,47.0352454659,1732,320116,56.7581560284,0.4048109966,1178,271.7453310696,september,2018
Europe,France,La Réunion,2800,7321,6.1905855339,2.6146428571,0.6889285714,60.8522304753,1929,374913,69.53134273,0.3110714286,871,430.4397244546,september,2018
Afrique,Maroc,Rabat-Salé-Zemmour-Zaër,2086,6220,5.4691891892,2.9817833174,0.5565675935,49.9267180794,1161,226766,44.8242735719,0.4434324065,925,245.1524324324,september,2018
Afrique,Maroc,Grand Casablanca,2059,8956,7.6126558006,4.3496843128,0.4934434191,81.0117711051,1016,353290,44.4949622166,0.5065565809,1043,338.7248322148,september,2018
Europe,Allemagne,Rhénanie du nord Westphalie,1936,12896,10.9636363636,6.6611570248,0.4318181818,417.6304433594,836,2138168,177.2941956882,0.5681818182,1100,1943.7890909091,september,2018
Europe,Suisse,Genève,1906,7673,7.7687793427,4.0257082896,0.5529905561,110.0840536468,1054,511582,77.2899229491,0.4470094439,852,600.4483568075,september,2018
Europe,Belgique,Province de Liège,1809,3647,4.58984375,2.0160309563,0.716970702,40.9723653025,1297,162615,69.1978723404,0.283029298,512,317.607421875,september,2018
Europe,Belgique,Province de Hainaut,1746,3636,4.7875751503,2.0824742268,0.7142038946,45.630721888,1247,176740,73.9807450816,0.2857961054,499,354.1883767535,september,2018
Europe,Espagne,Catalogne,1673,5113,6.593495935,3.0561864913,0.6323968918,56.5433359967,1058,199112,49.1028360049,0.3676031082,615,323.7593495935,september,2018
Europe,Luxembourg,luxemburg,1588,8173,10.557329463,5.1467254408,0.5661209068,318.3432570837,899,1200074,164.9813032719,0.4338790932,689,1741.7619738752,september,2018
Afrique,Tunisie,Tunis,1563,4263,5.584040747,2.7274472169,0.6231605886,55.8804385744,974,202416,61.543326239,0.3768394114,589,343.6604414261,september,2018
Europe,Italie,Sardegna,1537,4933,6.381933439,3.2094990241,0.589459987,72.8367232,906,266053,66.0672957537,0.410540013,631,421.6370839937,september,2018
Europe,Allemagne,Hesse,1454,4518,5.832807571,3.1072902338,0.5639614856,56.2174812209,820,182765,49.4226608978,0.4360385144,634,288.2728706625,september,2018
Europe,Italie,Lazio,1381,3574,5.4482758621,2.5879797248,0.6430123099,50.4648098426,888,157372,58.5897244974,0.3569876901,493,319.2129817444,september,2018
Europe,Allemagne,Bavière,1376,5397,5.741745283,3.9222383721,0.3837209302,81.4224139414,528,281003,57.7126720066,0.6162790698,848,331.3714622642,september,2018
Europe,France,Guadeloupe,1328,3498,6.0819672131,2.6340361446,0.6784638554,44.1657776154,901,117111,45.0947246823,0.3215361446,427,274.2646370023,september,2018
Europe,Belgique,Brabant Flamand,1186,2962,5.1592505855,2.497470489,0.6399662732,50.9783931886,759,140550,63.799364503,0.3600337268,427,329.1569086651,september,2018
Amérique du Nord,Etats Unis,New York,1179,3857,6.302970297,3.2714164546,0.5716709075,65.2402576719,674,176170,55.3471567703,0.4283290925,505,348.8514851485,september,2018
Europe,Portugal,Nord,1175,2296,4.6875,1.9540425532,0.7412765957,30.0126664728,871,69185,48.550877193,0.2587234043,304,227.5822368421,september,2018
Europe,Italie,Toscana,1122,3548,5.6564299424,3.1622103387,0.5356506239,63.263545783,601,169941,57.6657617917,0.4643493761,521,326.1823416507,september,2018
Europe,Allemagne,Bade-Wurtemberg,1084,3880,6.2457786116,3.5793357934,0.508302583,73.0304288191,551,188477,56.6167017122,0.491697417,533,353.6153846154,september,2018
Europe,Portugal,Lisbonne,1072,2706,5.2887139108,2.5242537313,0.6445895522,52.8158311105,691,131478,65.2496277916,0.3554104478,381,345.0866141732,september,2018
Afrique,Algérie,Alger,1045,1582,3.2468619247,1.5138755981,0.771291866,21.456032595,806,43847,56.5038659794,0.228708134,239,183.460251046,september,2018
Europe,Monaco,monaco-ville,1029,3426,6.5103448276,3.3294460641,0.5772594752,70.3575975486,594,167958,59.3072033898,0.4227405248,435,386.1103448276,september,2018
Europe,France,Nouvelle Calédonie,1000,2519,5.884244373,2.519,0.689,62.6185649174,689,141217,77.1677595628,0.311,311,454.0739549839,september,2018
Europe,Espagne,Madrid,989,2303,5.2662337662,2.3286147624,0.6885743175,53.9099519677,681,121437,74.8686806412,0.3114256825,308,394.275974026,september,2018
Amérique du Nord,Etats Unis,Maryland,962,1169,5.7045454545,1.2151767152,0.9542619543,19.4867570341,918,12548,49.9920318725,0.0457380457,44,285.1818181818,september,2018
Europe,France,Martinique,903,2651,6.6025641026,2.9357696567,0.6544850498,49.742433146,591,88948,43.1786407767,0.3455149502,312,285.0897435897,september,2018
Europe,Italie,Piemonte,853,2343,5.1160220994,2.7467760844,0.5756154748,70.1217953326,491,154483,83.4141468683,0.4243845252,362,426.7486187845,september,2018
Europe,France,polynesie francaise,816,1859,5.5947136564,2.2781862745,0.7218137255,79.0178567794,589,142990,112.5905511811,0.2781862745,227,629.9118942731,september,2018
Afrique,Côte D'Ivoire,abidjan,799,2378,6.2458471761,2.9762202753,0.6232790989,64.4600617156,498,118278,62.9138297872,0.3767209011,301,392.950166113,september,2018
Europe,Grèce,Attiki,760,2007,6.5919282511,2.6407894737,0.7065789474,40.5608190811,537,55519,37.7680272109,0.2934210526,223,248.9641255605,september,2018
Europe,Pays-bas,Noord Holland,744,2195,6.0912280702,2.9502688172,0.6169354839,64.4021376919,459,111583,64.275921659,0.3830645161,285,391.5192982456,september,2018
Afrique,Gabon,estuaire,720,2379,5.5828729282,3.3041666667,0.4972222222,62.2710062159,358,105486,52.1949529936,0.5027777778,362,291.3977900552,september,2018
Asie,Thaïlande,Krung Thep,663,2816,7.1690544413,4.2473604827,0.4736048265,150.3613148905,314,275415,110.0779376499,0.5263951735,349,789.1547277937,september,2018
Europe,Italie,Liguria,662,1783,4.9059233449,2.6933534743,0.5664652568,56.8380718777,375,93275,66.2464488636,0.4335347432,287,325,september,2018
Europe,Allemagne,Berlin,628,6097,19.1092715232,9.7085987261,0.5191082803,1237.569158884,326,1496281,259.275862069,0.4808917197,302,4954.5728476821,september,2018
Europe,Royaume Uni,South East England,622,2354,6.4465408805,3.7845659164,0.4887459807,62.4133594001,304,79797,38.9253658537,0.5112540193,318,250.9339622642,september,2018
Europe,Espagne,Andalousie,593,1390,4.4956140351,2.3440134907,0.6155143339,45.2097770071,365,63589,62.0380487805,0.3844856661,228,278.899122807,september,2018
Europe,Italie,Emilia Romagna,585,2674,9.4918699187,4.5709401709,0.5794871795,80.3485190189,339,82994,35.5434689507,0.4205128205,246,337.3739837398,september,2018
Europe,France,Guyane,571,1730,6.5990338164,3.0297723292,0.6374781086,52.9000719904,364,61488,45.0131771596,0.3625218914,207,297.0434782609,september,2018
Europe,Belgique,Brabant Wallon,549,2344,7.7735849057,4.2695810565,0.5173041894,206.1443997046,284,304568,147.8485436893,0.4826958106,265,1149.3132075472,september,2018
Europe,Suisse,Berne,532,2099,6.5567375887,3.9454887218,0.469924812,97.3040851267,250,133893,72.4137371552,0.530075188,282,474.7978723404,september,2018
Europe,Suisse,Valais,521,1800,7.1787439614,3.4548944338,0.6026871401,64.2052354072,314,69600,46.8371467026,0.3973128599,207,336.231884058,september,2018
Europe,Suisse,Fribourg,518,1859,6.0603773585,3.5888030888,0.4884169884,58.5842837192,253,63187,39.3443337484,0.5115830116,265,238.441509434,september,2018
Europe,Espagne,Valence,512,1134,4.6804733728,2.21484375,0.669921875,33.9900735983,343,36140,45.6890012642,0.330078125,169,213.8461538462,september,2018
Europe,France,Indeterminés,491,1482,6.1884816754,3.0183299389,0.6109979633,95.3109730603,300,117832,99.6886632826,0.3890020367,191,616.9214659686,september,2018
Amérique du Nord,Canada,Ontario,491,1344,5.7388888889,2.7372708758,0.633401222,54.8104262264,311,61016,59.0667957406,0.366598778,180,338.9777777778,september,2018
Europe,Belgique,Province d'Anvers,488,2954,10.7470355731,6.0532786885,0.481557377,406.9657728131,235,507102,186.5031261493,0.518442623,253,2004.3557312253,september,2018
Europe,Autriche,Vienne,487,1857,7.1160714286,3.8131416838,0.5400410678,131.2458863519,263,168278,105.5696361355,0.4599589322,224,751.2410714286,september,2018
Europe,Belgique,Province de Namur,457,908,4.1985815603,1.9868708972,0.6914660832,52.0989851714,316,56299,95.0996621622,0.3085339168,141,399.2836879433,september,2018
Amérique du Nord,Etats Unis,Floride,445,1279,5.6853932584,2.8741573034,0.6,43.8965676098,267,39147,38.6828063241,0.4,178,219.9269662921,september,2018
Europe,Norvège,Østlandet,440,828,4.3162393162,1.8818181818,0.7340909091,55.8006270299,323,54541,108.001980198,0.2659090909,117,466.1623931624,september,2018
Europe,Italie,Veneto,437,1259,5.3957219251,2.881006865,0.5720823799,47.2496399359,250,44396,44,0.4279176201,187,237.4117647059,september,2018
Amérique du Nord,Etats Unis,Illinois,437,768,6.0151515152,1.7574370709,0.8489702517,29.5608923601,371,19225,48.4256926952,0.1510297483,66,291.2878787879,september,2018
Europe,Irlande,Leinster,430,815,4.4684684685,1.8953488372,0.7418604651,45.4184961504,319,42364,85.4112903226,0.2581395349,111,381.6576576577,september,2018
Europe,Belgique,Flandre orientale,402,890,4.1688311688,2.2139303483,0.6169154229,40.6594489172,248,38427,59.8551401869,0.3830845771,154,249.525974026,september,2018
Afrique,Madagascar,Antananarivo,393,1958,11.2287581699,4.9821882952,0.6106870229,264.1352921929,240,229839,133.782887078,0.3893129771,153,1502.2156862745,september,2018
Europe,Royaume Uni,East England,390,2173,9.5311004785,5.5717948718,0.4641025641,93.6542195156,181,63150,31.7018072289,0.5358974359,209,302.1531100478,september,2018
Europe,Suisse,Neuchâtel,385,1029,5.2368421053,2.6727272727,0.6051948052,41.851361833,233,33667,42.2952261307,0.3948051948,152,221.4934210526,september,2018
Afrique,Sénégal,Dakar,372,853,5.0762711864,2.2930107527,0.6827956989,42.178028707,254,34157,57.0233722871,0.3172043011,118,289.4661016949,september,2018
Europe,Pologne,Mazowieckie,362,804,4.536,2.2209944751,0.6546961326,46.7320580081,237,39986,70.5220458554,0.3453038674,125,319.888,september,2018
Asie,Singapour,central,359,1349,7.6891891892,3.7576601671,0.5877437326,86.2984552798,211,69912,61.4340949033,0.4122562674,148,472.3783783784,september,2018
Europe,Luxembourg,esch an der alzette,343,1685,7.8121827411,4.9125364431,0.4256559767,99.3214176854,146,76577,49.7576348278,0.5743440233,197,388.7157360406,september,2018
Asie,Emirats Arabes Unis,dubayy,323,948,5.4326241135,2.9349845201,0.5634674923,49.0532033785,182,34475,45.0065274151,0.4365325077,141,244.5035460993,september,2018
Europe,Pays-bas,Zuid Holland,317,794,4.5597014925,2.5047318612,0.5772870662,59.4554779906,183,48448,79.2929623568,0.4227129338,134,361.552238806,september,2018
Asie,Israël,Tel-Aviv,316,666,3.8455284553,2.1075949367,0.6107594937,51.5290062735,193,41522,87.7843551797,0.3892405063,123,337.5772357724,september,2018
Europe,Italie,Campania,305,772,4.736,2.531147541,0.5901639344,47.6808684259,180,34355,58.0320945946,0.4098360656,125,274.84,september,2018
Afrique,Maroc,Marrakech-Tensift-Al Haouz,303,1361,7.8258064516,4.4917491749,0.4884488449,66.4130010398,148,33728,27.8054410552,0.5115511551,155,217.6,september,2018
Afrique,Île Maurice,port louis city,302,469,3.4925373134,1.5529801325,0.7781456954,21.0043630261,235,12046,51.4786324786,0.2218543046,67,179.7910447761,september,2018
Asie,Viêt Nam,Ho Chi Minh,292,1464,7.4395604396,5.0136986301,0.3767123288,151.6637398778,110,123086,90.905465288,0.6232876712,182,676.2967032967,september,2018
Europe,Italie,Sicilia,290,773,4.9590163934,2.6655172414,0.5793103448,38.6220753267,168,22560,37.2892561983,0.4206896552,122,184.9180327869,september,2018
Asie,Japon,Tokyo,288,782,5.4504504505,2.7152777778,0.6145833333,44.3777784188,177,27021,44.6628099174,0.3854166667,111,243.4324324324,september,2018
Europe,Royaume Uni,West Midlands,284,733,4.0544217687,2.5809859155,0.4823943662,62.4541958466,137,48179,80.8372483221,0.5176056338,147,327.7482993197,september,2018
Europe,Lettonie,Riga,275,640,3.1597633136,2.3272727273,0.3854545455,104.5243997223,106,86522,162.0262172285,0.6145454545,169,511.9644970414,september,2018
Europe,France,mayotte,263,1372,7.9748427673,5.216730038,0.3954372624,78.4258392208,104,33995,26.8099369085,0.6045627376,159,213.8050314465,september,2018
Europe,Suède,Norrbotten,262,262,0,1,1,0,262,0,0,0,0,0,september,2018
Afrique,Maroc,Fès-Boulemane,257,1091,7.8925619835,4.2451361868,0.5291828794,71.5959939123,136,35239,36.8994764398,0.4708171206,121,291.2314049587,september,2018
